"time","mels_S"
"2020-08-08T10:45:00",0.144444444
"2020-08-08T11:00:00",0.181818182
"2020-08-08T11:15:00",0.175
"2020-08-08T11:30:00",0.15
"2020-08-08T11:45:00",0.177777778
"2020-08-08T12:00:00",0.155555556
"2020-08-08T12:15:00",0.1625
"2020-08-08T12:30:00",0.1625
"2020-08-08T12:45:00",0.175
"2020-08-08T13:00:00",0.177777778
"2020-08-08T13:15:00",0.188888889
"2020-08-08T13:30:00",0.13
"2020-08-08T13:45:00",0.1875
"2020-08-08T14:00:00",0.1625
"2020-08-08T14:15:00",0.175
"2020-08-08T14:30:00",0.122222222
"2020-08-08T14:45:00",0.1875
"2020-08-08T15:00:00",0.14
"2020-08-08T15:15:00",0.171428571
